,contrast,sign,task,x,y,z
2424,word-consonant_string,pos,language_nsp,-24.0,-88.5,-39.0
2425,word-consonant_string,pos,language_nsp,-22.5,-75.0,-43.5
2426,word-consonant_string,pos,language_nsp,-12.0,-85.5,-48.0
2427,word-consonant_string,pos,language_nsp,10.5,-48.0,69.0
2428,word-consonant_string,pos,language_nsp,12.0,-57.0,67.5
2429,word-consonant_string,pos,language_nsp,34.5,-39.0,60.0
2430,word-consonant_string,pos,language_nsp,34.5,-42.0,61.5
2431,word-consonant_string,pos,language_nsp,51.0,-67.5,30.0
2432,word-consonant_string,pos,language_nsp,55.5,-69.0,24.0
2433,word-consonant_string,pos,language_nsp,49.5,-66.0,46.5
2434,word-consonant_string,pos,language_nsp,57.0,-66.0,28.5
2435,word-consonant_string,pos,language_nsp,31.5,34.5,-13.5
2436,word-consonant_string,pos,language_nsp,31.5,33.0,-9.0
2437,word-consonant_string,pos,language_nsp,22.5,30.0,-12.0
2438,word-consonant_string,pos,language_nsp,27.0,27.0,-16.5
2439,word-consonant_string,pos,language_nsp,-13.5,54.0,31.5
2440,word-consonant_string,pos,language_nsp,-4.5,55.5,42.0
2441,word-consonant_string,pos,language_nsp,-9.0,51.0,36.0
2442,word-consonant_string,pos,language_nsp,-4.5,66.0,21.0
2443,word-consonant_string,pos,language_nsp,-37.5,-36.0,55.5
2444,word-consonant_string,pos,language_nsp,-33.0,-37.5,55.5
2445,word-consonant_string,pos,language_nsp,-30.0,-33.0,51.0
2446,word-consonant_string,pos,language_nsp,-36.0,-31.5,64.5
2447,word-consonant_string,pos,language_nsp,61.5,-16.5,42.0
2448,word-consonant_string,pos,language_nsp,61.5,-19.5,37.5
2449,word-consonant_string,pos,language_nsp,60.0,-10.5,43.5
2450,word-consonant_string,pos,language_nsp,61.5,-25.5,33.0
2451,word-consonant_string,pos,language_nsp,40.5,3.0,10.5
2452,word-consonant_string,pos,language_nsp,37.5,6.0,9.0
2453,word-consonant_string,pos,language_nsp,48.0,-2.84217094304e-14,6.0
2454,word-consonant_string,pos,language_nsp,40.5,-1.5,16.5
2455,word-consonant_string,pos,language_nsp,-43.5,-6.0,15.0
2456,word-consonant_string,pos,language_nsp,-46.5,-7.5,12.0
2457,word-consonant_string,pos,language_nsp,-34.5,-3.0,15.0
2458,word-consonant_string,pos,language_nsp,-40.5,-15.0,9.0
2459,word-consonant_string,pos,language_nsp,-12.0,-6.0,18.0
2460,word-consonant_string,pos,language_nsp,-16.5,-10.5,27.0
2461,word-consonant_string,pos,language_nsp,-12.0,-2.84217094304e-14,19.5
2462,word-consonant_string,pos,language_nsp,-15.0,4.5,16.5
2463,word-consonant_string,pos,language_nsp,63.0,-57.0,16.5
2464,word-consonant_string,pos,language_nsp,55.5,-55.5,19.5
2465,word-consonant_string,pos,language_nsp,55.5,-51.0,15.0
2466,word-consonant_string,pos,language_nsp,4.5,-49.5,-45.0
2467,word-consonant_string,pos,language_nsp,9.0,-46.5,-36.0
2468,word-consonant_string,pos,language_nsp,1.5,-45.0,-45.0
2469,word-consonant_string,pos,language_nsp,-48.0,-6.0,54.0
2470,word-consonant_string,pos,language_nsp,-42.0,-1.5,54.0
2471,word-consonant_string,pos,language_nsp,-39.0,3.0,52.5
2472,word-consonant_string,pos,language_nsp,43.5,37.5,1.5
2473,word-consonant_string,pos,language_nsp,42.0,33.0,-4.5
2474,word-consonant_string,pos,language_nsp,48.0,40.5,6.0
2475,word-consonant_string,pos,language_nsp,48.0,39.0,3.0
2476,word-consonant_string,pos,language_nsp,25.5,-30.0,-21.0
2477,word-consonant_string,pos,language_nsp,24.0,-31.5,-28.5
2478,word-consonant_string,pos,language_nsp,-6.0,-61.5,-16.5
2479,word-consonant_string,pos,language_nsp,-16.5,-66.0,-10.5
2480,word-consonant_string,pos,language_nsp,-12.0,-63.0,-16.5
2481,word-consonant_string,pos,language_nsp,-16.5,-66.0,-15.0
2482,word-consonant_string,pos,language_nsp,27.0,6.0,-31.5
2483,word-consonant_string,pos,language_nsp,25.5,6.0,-25.5
2484,word-consonant_string,pos,language_nsp,24.0,4.5,-22.5
2485,word-consonant_string,pos,language_nsp,7.5,40.5,43.5
2486,word-consonant_string,pos,language_nsp,3.0,49.5,45.0
2487,word-consonant_string,pos,language_nsp,-31.5,-19.5,16.5
2488,word-consonant_string,pos,language_nsp,-34.5,-15.0,16.5
2489,word-consonant_string,pos,language_nsp,-34.5,-30.0,16.5
2490,word-consonant_string,pos,language_nsp,-34.5,-25.5,16.5
2491,word-consonant_string,pos,language_nsp,19.5,33.0,46.5
2492,word-consonant_string,pos,language_nsp,18.0,27.0,48.0
2493,word-consonant_string,pos,language_nsp,-4.5,-49.5,-19.5
2494,word-consonant_string,pos,language_nsp,-9.0,-51.0,-19.5
2495,word-consonant_string,pos,language_nsp,0.0,-12.0,10.5
2496,word-consonant_string,pos,language_nsp,-9.0,-18.0,10.5
2497,word-consonant_string,pos,language_nsp,0.0,-9.0,9.0
2498,word-consonant_string,pos,language_nsp,4.5,-7.5,10.5
2499,word-consonant_string,pos,language_nsp,18.0,-45.0,-22.5
2500,word-consonant_string,pos,language_nsp,12.0,-46.5,-19.5
2501,word-consonant_string,pos,language_nsp,13.5,-48.0,-22.5
2502,word-consonant_string,pos,language_nsp,-43.5,3.0,21.0
2503,word-consonant_string,pos,language_nsp,-43.5,9.0,28.5
2504,word-consonant_string,pos,language_nsp,-36.0,-16.5,1.5
2505,word-consonant_string,pos,language_nsp,-39.0,-12.0,1.42108547152e-14
2506,word-consonant_string,pos,language_nsp,-36.0,-18.0,-3.0
2507,word-consonant_string,pos,language_nsp,-55.5,-13.5,48.0
2508,word-consonant_string,pos,language_nsp,-52.5,-12.0,54.0
2509,word-consonant_string,pos,language_nsp,22.5,-58.5,-19.5
2510,word-consonant_string,pos,language_nsp,-54.0,-64.5,-28.5
2511,word-consonant_string,pos,language_nsp,21.0,-75.0,-9.0
2512,word-consonant_string,pos,language_nsp,15.0,-73.5,-10.5
2513,word-consonant_string,pos,language_nsp,-1.5,39.0,7.5
2514,word-consonant_string,pos,language_nsp,25.5,9.0,46.5
2515,word-consonant_string,pos,language_nsp,22.5,9.0,48.0
2516,word-consonant_string,pos,language_nsp,-4.5,-46.5,-45.0
2517,word-consonant_string,pos,language_nsp,-42.0,9.0,-34.5
2518,word-consonant_string,pos,language_nsp,37.5,-67.5,-27.0
2519,word-consonant_string,pos,language_nsp,36.0,-64.5,-28.5
2520,word-consonant_string,pos,language_nsp,37.5,3.0,-46.5
2521,word-consonant_string,pos,language_nsp,16.5,-25.5,60.0
2522,word-consonant_string,pos,language_nsp,-15.0,-36.0,6.0
2523,word-consonant_string,pos,language_nsp,-16.5,-36.0,1.5
2524,word-consonant_string,pos,language_nsp,54.0,21.0,15.0
2525,word-consonant_string,pos,language_nsp,-1.5,-57.0,60.0
2526,word-consonant_string,pos,language_nsp,-4.5,-55.5,55.5
2527,word-consonant_string,pos,language_nsp,16.5,24.0,7.5
2528,word-consonant_string,pos,language_nsp,18.0,18.0,6.0
2529,word-consonant_string,pos,language_nsp,-33.0,-22.5,45.0
2530,word-consonant_string,pos,language_nsp,31.5,-4.5,-22.5
2531,word-consonant_string,pos,language_nsp,-16.5,-64.5,-4.5
2532,word-consonant_string,pos,language_nsp,45.0,-48.0,-49.5
2533,word-consonant_string,pos,language_nsp,52.5,-52.5,-49.5
2534,word-consonant_string,pos,language_nsp,25.5,24.0,60.0
2535,word-consonant_string,pos,language_nsp,-6.0,-49.5,63.0
2536,word-consonant_string,pos,language_nsp,33.0,40.5,24.0
2537,word-consonant_string,pos,language_nsp,30.0,39.0,24.0
2538,word-consonant_string,pos,language_nsp,-4.5,24.0,25.5
2539,word-consonant_string,pos,language_nsp,-10.5,-37.5,-4.5
2540,word-consonant_string,pos,language_nsp,-52.5,-18.0,34.5
2541,word-consonant_string,pos,language_nsp,-12.0,54.0,10.5
2542,word-consonant_string,pos,language_nsp,-10.5,48.0,12.0
2543,word-consonant_string,pos,language_nsp,18.0,-3.0,-25.5
2544,word-consonant_string,pos,language_nsp,-39.0,-16.5,34.5
2545,word-consonant_string,pos,language_nsp,-40.5,-18.0,37.5
2546,word-consonant_string,pos,language_nsp,22.5,-51.0,4.5
2547,word-consonant_string,pos,language_nsp,-3.0,-73.5,-9.0
2548,word-consonant_string,pos,language_nsp,21.0,-84.0,27.0
2549,word-consonant_string,pos,language_nsp,22.5,-28.5,76.5
2550,word-consonant_string,pos,language_nsp,24.0,-33.0,76.5
2551,word-consonant_string,pos,language_nsp,19.5,-27.0,73.5
2552,word-consonant_string,pos,language_nsp,-36.0,-31.5,-28.5
2553,word-consonant_string,pos,language_nsp,-34.5,-28.5,-25.5
2554,word-consonant_string,pos,language_nsp,-40.5,-28.5,-27.0
2555,word-consonant_string,pos,language_nsp,-33.0,27.0,45.0
2556,word-consonant_string,pos,language_nsp,33.0,13.5,57.0
2557,word-consonant_string,pos,language_nsp,16.5,-52.5,55.5
2558,word-consonant_string,pos,language_nsp,13.5,-39.0,-6.0
2559,word-consonant_string,pos,language_nsp,16.5,-40.5,-13.5
2560,word-consonant_string,pos,language_nsp,-13.5,-39.0,57.0
2561,word-consonant_string,pos,language_nsp,-4.5,-63.0,-33.0
2562,word-consonant_string,pos,language_nsp,46.5,-51.0,19.5
2563,word-consonant_string,pos,language_nsp,27.0,9.0,7.5
2564,word-consonant_string,pos,language_nsp,25.5,13.5,7.5
2565,word-consonant_string,pos,language_nsp,13.5,-36.0,66.0
2566,word-consonant_string,pos,language_nsp,46.5,27.0,-19.5
2567,word-consonant_string,pos,language_nsp,-31.5,-28.5,-18.0
2568,word-consonant_string,pos,language_nsp,-31.5,-25.5,-15.0
2569,word-consonant_string,pos,language_nsp,-66.0,-48.0,-15.0
2570,word-consonant_string,pos,language_nsp,-67.5,-46.5,-9.0
2571,word-consonant_string,pos,language_nsp,-3.0,-61.5,-7.5
2572,word-consonant_string,pos,language_nsp,-27.0,-43.5,-33.0
2573,word-consonant_string,pos,language_nsp,-36.0,-40.5,-31.5
2574,word-consonant_string,pos,language_nsp,-31.5,-42.0,-31.5
2575,word-consonant_string,pos,language_nsp,-25.5,-52.5,-25.5
2576,word-consonant_string,pos,language_nsp,-24.0,-51.0,-30.0
2577,word-consonant_string,pos,language_nsp,-21.0,25.5,43.5
2578,word-consonant_string,pos,language_nsp,-19.5,3.0,-28.5
2579,word-consonant_string,pos,language_nsp,-40.5,19.5,-27.0
2580,word-consonant_string,pos,language_nsp,-36.0,-72.0,-43.5
2581,word-consonant_string,neg,language_nsp,-15.0,-67.5,48.0
2582,word-consonant_string,neg,language_nsp,-42.0,-60.0,48.0
2583,word-consonant_string,neg,language_nsp,-43.5,-55.5,49.5
2584,word-consonant_string,neg,language_nsp,-13.5,-72.0,57.0
2585,word-consonant_string,neg,language_nsp,24.0,-67.5,55.5
2586,word-consonant_string,neg,language_nsp,31.5,-49.5,48.0
2587,word-consonant_string,neg,language_nsp,31.5,-45.0,42.0
2588,word-consonant_string,neg,language_nsp,46.5,-52.5,-18.0
2589,word-consonant_string,neg,language_nsp,-18.0,61.5,-15.0
2590,word-consonant_string,neg,language_nsp,-25.5,58.5,-15.0
2591,word-consonant_string,neg,language_nsp,-39.0,52.5,9.0
2592,word-consonant_string,neg,language_nsp,-42.0,49.5,7.5
2593,word-consonant_string,neg,language_nsp,-7.5,25.5,42.0
2594,word-consonant_string,neg,language_nsp,1.5,18.0,51.0
2595,word-consonant_string,neg,language_nsp,-1.5,16.5,51.0
2596,word-consonant_string,neg,language_nsp,4.5,7.5,57.0
2597,word-consonant_string,neg,language_nsp,31.5,1.5,60.0
2598,word-consonant_string,neg,language_nsp,36.0,-3.0,63.0
2599,word-consonant_string,neg,language_nsp,43.5,-6.0,52.5
2600,word-consonant_string,neg,language_nsp,30.0,-6.0,52.5
2601,word-consonant_string,neg,language_nsp,-45.0,31.5,25.5
2602,word-consonant_string,neg,language_nsp,-39.0,18.0,36.0
2603,word-consonant_string,neg,language_nsp,-43.5,24.0,37.5
2604,word-consonant_string,neg,language_nsp,-36.0,27.0,30.0
2605,word-consonant_string,neg,language_nsp,-25.5,-66.0,-31.5
2606,word-consonant_string,neg,language_nsp,-37.5,-58.5,-34.5
2607,word-consonant_string,neg,language_nsp,-36.0,-55.5,-34.5
2608,word-consonant_string,neg,language_nsp,-30.0,-61.5,-34.5
2609,word-consonant_string,neg,language_nsp,-6.0,-76.5,-24.0
2610,word-consonant_string,neg,language_nsp,9.0,-78.0,-28.5
2611,word-consonant_string,neg,language_nsp,3.0,-73.5,-30.0
2612,word-consonant_string,neg,language_nsp,-3.0,-75.0,-18.0
2613,word-consonant_string,neg,language_nsp,37.5,-52.5,-40.5
2614,word-consonant_string,neg,language_nsp,45.0,-48.0,-46.5
2615,word-consonant_string,neg,language_nsp,39.0,-51.0,-37.5
2616,word-consonant_string,neg,language_nsp,52.5,-52.5,-48.0
2617,word-consonant_string,neg,language_nsp,30.0,-48.0,-18.0
2618,word-consonant_string,neg,language_nsp,40.5,-40.5,-28.5
2619,word-consonant_string,neg,language_nsp,39.0,-34.5,-28.5
2620,word-consonant_string,neg,language_nsp,37.5,-45.0,-21.0
2621,word-consonant_string,neg,language_nsp,6.0,10.5,70.5
2622,word-consonant_string,neg,language_nsp,18.0,-1.5,72.0
2623,word-consonant_string,neg,language_nsp,16.5,7.5,70.5
2624,word-consonant_string,neg,language_nsp,13.5,15.0,61.5
2625,word-consonant_string,neg,language_nsp,46.5,25.5,6.0
2626,word-consonant_string,neg,language_nsp,34.5,19.5,10.5
2627,word-consonant_string,neg,language_nsp,43.5,3.0,34.5
2628,word-consonant_string,neg,language_nsp,51.0,6.0,30.0
2629,word-consonant_string,neg,language_nsp,-33.0,18.0,-7.5
2630,word-consonant_string,neg,language_nsp,-30.0,22.5,-12.0
2631,word-consonant_string,neg,language_nsp,-36.0,21.0,-13.5
2632,word-consonant_string,neg,language_nsp,22.5,46.5,-18.0
2633,word-consonant_string,neg,language_nsp,19.5,40.5,-22.5
2634,word-consonant_string,neg,language_nsp,24.0,57.0,-16.5
2635,word-consonant_string,neg,language_nsp,22.5,52.5,-19.5
2636,word-consonant_string,neg,language_nsp,-9.0,39.0,25.5
2637,word-consonant_string,neg,language_nsp,-10.5,42.0,22.5
2638,word-consonant_string,neg,language_nsp,52.5,10.5,9.0
2639,word-consonant_string,neg,language_nsp,51.0,9.0,1.42108547152e-14
2640,word-consonant_string,neg,language_nsp,3.0,-21.0,1.5
2641,word-consonant_string,neg,language_nsp,-1.5,-24.0,-1.5
2642,word-consonant_string,neg,language_nsp,4.5,-27.0,-4.5
2643,word-consonant_string,neg,language_nsp,1.5,-21.0,-3.0
2644,word-consonant_string,neg,language_nsp,-3.0,-33.0,31.5
2645,word-consonant_string,neg,language_nsp,-4.5,-39.0,28.5
2646,word-consonant_string,neg,language_nsp,-6.0,-28.5,39.0
2647,word-consonant_string,neg,language_nsp,-1.5,-25.5,39.0
2648,word-consonant_string,neg,language_nsp,-37.5,-2.84217094304e-14,-49.5
2649,word-consonant_string,neg,language_nsp,-40.5,-4.5,-49.5
2650,word-consonant_string,neg,language_nsp,-30.0,-4.5,-49.5
2651,word-consonant_string,neg,language_nsp,-45.0,-2.84217094304e-14,-49.5
2652,word-consonant_string,neg,language_nsp,66.0,-22.5,-19.5
2653,word-consonant_string,neg,language_nsp,67.5,-25.5,-15.0
2654,word-consonant_string,neg,language_nsp,22.5,-79.5,-49.5
2655,word-consonant_string,neg,language_nsp,19.5,-78.0,-49.5
2656,word-consonant_string,neg,language_nsp,24.0,-72.0,-49.5
2657,word-consonant_string,neg,language_nsp,-18.0,-84.0,-49.5
2658,word-consonant_string,neg,language_nsp,33.0,51.0,28.5
2659,word-consonant_string,neg,language_nsp,30.0,48.0,36.0
2660,word-consonant_string,neg,language_nsp,25.5,-39.0,-45.0
2661,word-consonant_string,neg,language_nsp,-24.0,42.0,27.0
2662,word-consonant_string,neg,language_nsp,-24.0,40.5,31.5
2663,word-consonant_string,neg,language_nsp,1.5,1.5,34.5
2664,word-consonant_string,neg,language_nsp,-34.5,-10.5,63.0
2665,word-consonant_string,neg,language_nsp,-31.5,-12.0,57.0
2666,word-consonant_string,neg,language_nsp,39.0,19.5,-3.0
2667,word-consonant_string,neg,language_nsp,34.5,24.0,-7.5
2668,word-consonant_string,neg,language_nsp,43.5,39.0,28.5
2669,word-consonant_string,neg,language_nsp,-19.5,1.5,67.5
2670,word-consonant_string,neg,language_nsp,46.5,15.0,33.0
2671,word-consonant_string,neg,language_nsp,43.5,16.5,33.0
2672,word-consonant_string,neg,language_nsp,-30.0,51.0,25.5
2673,word-consonant_string,neg,language_nsp,-46.5,-45.0,-40.5
2674,word-consonant_string,neg,language_nsp,34.5,49.5,16.5
2675,word-consonant_string,neg,language_nsp,39.0,33.0,39.0
2676,word-consonant_string,neg,language_nsp,-10.5,19.5,-18.0
2677,word-consonant_string,neg,language_nsp,-13.5,22.5,-19.5
2678,word-pseudo,pos,language_nsp,-55.5,27.0,-4.5
2679,word-pseudo,pos,language_nsp,-55.5,24.0,-4.5
2680,word-pseudo,pos,language_nsp,-58.5,-40.5,3.0
2681,word-pseudo,pos,language_nsp,-51.0,-37.5,3.0
2682,word-pseudo,pos,language_nsp,-55.5,-70.5,15.0
2683,word-pseudo,pos,language_nsp,-52.5,-67.5,21.0
2684,word-pseudo,pos,language_nsp,-55.5,12.0,-21.0
2685,word-pseudo,pos,language_nsp,-52.5,15.0,-21.0
2686,word-pseudo,pos,language_nsp,-55.5,9.0,-16.5
2687,word-pseudo,pos,language_nsp,64.5,-40.5,-9.0
2688,word-pseudo,pos,language_nsp,25.5,-9.0,66.0
2689,word-pseudo,pos,language_nsp,24.0,-12.0,70.5
2690,word-pseudo,pos,language_nsp,25.5,-13.5,67.5
2691,word-pseudo,pos,language_nsp,-6.0,-60.0,3.0
2692,word-pseudo,pos,language_nsp,61.5,-24.0,45.0
2693,word-pseudo,pos,language_nsp,1.5,-96.0,6.0
2694,word-pseudo,pos,language_nsp,48.0,-27.0,52.5
2695,word-pseudo,pos,language_nsp,16.5,-82.5,-18.0
2696,word-pseudo,pos,language_nsp,-34.5,-30.0,-27.0
2697,word-pseudo,pos,language_nsp,39.0,-45.0,60.0
2698,word-pseudo,neg,language_nsp,-19.5,-90.0,-15.0
2699,word-pseudo,neg,language_nsp,-22.5,-91.5,-12.0
2700,word-pseudo,neg,language_nsp,-27.0,-69.0,57.0
2701,face-shape,pos,hcp_emotion,27.0,-97.5,-10.5
2702,face-shape,pos,hcp_emotion,12.0,-94.5,-16.5
2703,face-shape,pos,hcp_emotion,40.5,-49.5,-24.0
2704,face-shape,pos,hcp_emotion,-21.0,-93.0,-18.0
2705,face-shape,pos,hcp_emotion,33.0,-6.0,-21.0
2706,face-shape,pos,hcp_emotion,30.0,-4.5,-19.5
2707,face-shape,pos,hcp_emotion,24.0,-7.5,-16.5
2708,face-shape,pos,hcp_emotion,21.0,-6.0,-13.5
2709,face-shape,pos,hcp_emotion,-22.5,-13.5,-12.0
2710,face-shape,pos,hcp_emotion,-16.5,-4.5,-16.5
2711,face-shape,pos,hcp_emotion,-22.5,-9.0,-10.5
2712,face-shape,pos,hcp_emotion,-22.5,-1.5,-18.0
2713,face-shape,pos,hcp_emotion,-31.5,-4.26325641456e-14,-21.0
2714,face-shape,pos,hcp_emotion,-34.5,4.5,-25.5
2715,face-shape,pos,hcp_emotion,-30.0,-10.5,-21.0
2716,face-shape,pos,hcp_emotion,-31.5,-6.0,-19.5
2717,face-shape,pos,hcp_emotion,4.5,-37.5,72.0
2718,face-shape,pos,hcp_emotion,9.0,-43.5,76.5
2719,face-shape,pos,hcp_emotion,-1.5,-33.0,67.5
2720,face-shape,pos,hcp_emotion,4.5,-42.0,72.0
2721,face-shape,pos,hcp_emotion,4.5,39.0,-24.0
2722,face-shape,pos,hcp_emotion,3.0,48.0,-22.5
2723,face-shape,pos,hcp_emotion,1.5,54.0,-16.5
2724,face-shape,pos,hcp_emotion,-33.0,-6.0,-43.5
2725,face-shape,pos,hcp_emotion,-34.5,-10.5,-42.0
2726,face-shape,pos,hcp_emotion,-30.0,-7.5,-37.5
2727,face-shape,pos,hcp_emotion,-37.5,-4.5,-43.5
2728,face-shape,pos,hcp_emotion,34.5,-7.5,-39.0
2729,face-shape,pos,hcp_emotion,30.0,-4.5,-42.0
2730,face-shape,pos,hcp_emotion,31.5,-3.0,-48.0
2731,face-shape,pos,hcp_emotion,-31.5,12.0,-28.5
2732,face-shape,pos,hcp_emotion,12.0,-42.0,-3.0
2733,face-shape,pos,hcp_emotion,13.5,-33.0,-1.5
2734,face-shape,pos,hcp_emotion,13.5,-37.5,-4.5
2735,face-shape,pos,hcp_emotion,15.0,-31.5,-7.5
2736,face-shape,pos,hcp_emotion,-24.0,-45.0,-7.5
2737,face-shape,pos,hcp_emotion,-22.5,-49.5,-13.5
2738,face-shape,pos,hcp_emotion,-25.5,-45.0,-21.0
2739,face-shape,pos,hcp_emotion,-6.0,-36.0,75.0
2740,face-shape,pos,hcp_emotion,-7.5,-40.5,75.0
2741,face-shape,pos,hcp_emotion,37.5,-19.5,66.0
2742,face-shape,pos,hcp_emotion,45.0,-18.0,61.5
2743,face-shape,pos,hcp_emotion,42.0,-16.5,61.5
2744,face-shape,pos,hcp_emotion,39.0,-13.5,66.0
2745,face-shape,pos,hcp_emotion,-40.5,-15.0,15.0
2746,face-shape,pos,hcp_emotion,-40.5,-18.0,19.5
2747,face-shape,pos,hcp_emotion,-46.5,-16.5,18.0
2748,face-shape,pos,hcp_emotion,52.5,-1.5,-19.5
2749,face-shape,pos,hcp_emotion,57.0,-6.0,-16.5
2750,face-shape,pos,hcp_emotion,52.5,-7.5,-19.5
2751,face-shape,pos,hcp_emotion,48.0,19.5,30.0
2752,face-shape,pos,hcp_emotion,6.0,-18.0,76.5
2753,face-shape,pos,hcp_emotion,55.5,36.0,1.5
2754,face-shape,pos,hcp_emotion,57.0,-13.5,36.0
2755,face-shape,pos,hcp_emotion,55.5,-12.0,42.0
2756,face-shape,pos,hcp_emotion,54.0,-12.0,30.0
2757,face-shape,pos,hcp_emotion,21.0,-64.5,-12.0
2758,face-shape,pos,hcp_emotion,64.5,-9.0,30.0
2759,face-shape,pos,hcp_emotion,66.0,-6.0,33.0
2760,face-shape,pos,hcp_emotion,67.5,-7.5,30.0
2761,face-shape,pos,hcp_emotion,64.5,-9.0,37.5
2762,face-shape,pos,hcp_emotion,36.0,-49.5,-49.5
2763,face-shape,pos,hcp_emotion,42.0,-51.0,-49.5
2764,face-shape,pos,hcp_emotion,45.0,-49.5,-49.5
2765,face-shape,pos,hcp_emotion,-64.5,-6.0,24.0
2766,face-shape,pos,hcp_emotion,52.5,-69.0,16.5
2767,face-shape,pos,hcp_emotion,-42.0,-55.5,-49.5
2768,face-shape,pos,hcp_emotion,-43.5,-51.0,-49.5
2769,face-shape,pos,hcp_emotion,-34.5,-52.5,-49.5
2770,face-shape,pos,hcp_emotion,-43.5,-69.0,16.5
2771,face-shape,pos,hcp_emotion,-49.5,-70.5,19.5
2772,face-shape,pos,hcp_emotion,58.5,24.0,7.5
2773,face-shape,pos,hcp_emotion,64.5,-7.5,15.0
2774,face-shape,pos,hcp_emotion,66.0,-10.5,22.5
2775,face-shape,pos,hcp_emotion,-1.5,-75.0,-3.0
2776,face-shape,pos,hcp_emotion,-46.5,7.5,-33.0
2777,face-shape,pos,hcp_emotion,-48.0,7.5,-28.5
2778,face-shape,pos,hcp_emotion,-39.0,-78.0,-49.5
2779,face-shape,pos,hcp_emotion,43.5,19.5,-36.0
2780,face-shape,pos,hcp_emotion,40.5,18.0,-31.5
2781,face-shape,pos,hcp_emotion,57.0,-34.5,-15.0
2782,face-shape,pos,hcp_emotion,54.0,-40.5,-18.0
2783,face-shape,pos,hcp_emotion,55.5,-42.0,-22.5
2784,face-shape,pos,hcp_emotion,-34.5,13.5,27.0
2785,face-shape,pos,hcp_emotion,25.5,4.5,-33.0
2786,face-shape,pos,hcp_emotion,-49.5,-79.5,10.5
2787,face-shape,pos,hcp_emotion,31.5,-28.5,72.0
2788,face-shape,pos,hcp_emotion,9.0,-79.5,3.0
2789,face-shape,pos,hcp_emotion,-36.0,-25.5,-27.0
2790,face-shape,pos,hcp_emotion,-6.0,16.5,-12.0
2791,face-shape,pos,hcp_emotion,49.5,-63.0,22.5
2792,face-shape,pos,hcp_emotion,-4.5,-43.5,64.5
2793,face-shape,pos,hcp_emotion,-49.5,-13.5,39.0
2794,face-shape,neg,hcp_emotion,12.0,42.0,-4.5
2795,face-shape,neg,hcp_emotion,-6.0,49.5,3.0
2796,face-shape,neg,hcp_emotion,6.0,40.5,4.5
2797,face-shape,neg,hcp_emotion,-7.5,43.5,1.42108547152e-14
2798,face-shape,neg,hcp_emotion,-24.0,-63.0,60.0
2799,face-shape,neg,hcp_emotion,-25.5,-67.5,57.0
2800,face-shape,neg,hcp_emotion,-15.0,-75.0,55.5
2801,face-shape,neg,hcp_emotion,-16.5,-63.0,64.5
2802,face-shape,neg,hcp_emotion,-1.5,-30.0,34.5
2803,face-shape,neg,hcp_emotion,-1.5,-16.5,43.5
2804,face-shape,neg,hcp_emotion,-1.5,-15.0,31.5
2805,face-shape,neg,hcp_emotion,-7.5,-42.0,34.5
2806,face-shape,neg,hcp_emotion,7.5,-70.5,61.5
2807,face-shape,neg,hcp_emotion,25.5,-66.0,61.5
2808,face-shape,neg,hcp_emotion,25.5,-70.5,58.5
2809,face-shape,neg,hcp_emotion,15.0,-67.5,66.0
2810,face-shape,neg,hcp_emotion,-42.0,-45.0,49.5
2811,face-shape,neg,hcp_emotion,-37.5,-42.0,55.5
