,Unnamed: 0,atlas,classifier,compcor_10,connectome_regress,dataset,dimensionality,iter_shuffle_split,measure,min_region_size_in_mm3,motion_regress,n_regions,region_extraction,scores,scoring,smoothing_fwhm
1031,1031,dictlearn,ridge,yes,no,COBRE,80,14,partial correlation,1500,yes,155,yes,[ 0.9375],roc_auc,6.0
1032,1032,dictlearn,svc_l1,yes,no,COBRE,80,14,tangent,1500,yes,155,yes,[ 0.846875],roc_auc,6.0
1033,1033,dictlearn,svc_l2,yes,no,COBRE,80,14,tangent,1500,yes,155,yes,[ 0.953125],roc_auc,6.0
1034,1034,dictlearn,ridge,yes,no,COBRE,80,14,tangent,1500,yes,155,yes,[ 0.953125],roc_auc,6.0
1035,1035,dictlearn,svc_l1,yes,no,COBRE,80,15,correlation,1500,yes,158,yes,[ 0.80625],roc_auc,6.0
1036,1036,dictlearn,svc_l2,yes,no,COBRE,80,15,correlation,1500,yes,158,yes,[ 0.8125],roc_auc,6.0
1037,1037,dictlearn,ridge,yes,no,COBRE,80,15,correlation,1500,yes,158,yes,[ 0.80625],roc_auc,6.0
1038,1038,dictlearn,svc_l1,yes,no,COBRE,80,15,partial correlation,1500,yes,158,yes,[ 0.596875],roc_auc,6.0
1039,1039,dictlearn,svc_l2,yes,no,COBRE,80,15,partial correlation,1500,yes,158,yes,[ 0.865625],roc_auc,6.0
1040,1040,dictlearn,ridge,yes,no,COBRE,80,15,partial correlation,1500,yes,158,yes,[ 0.865625],roc_auc,6.0
1041,1041,dictlearn,svc_l1,yes,no,COBRE,80,15,tangent,1500,yes,158,yes,[ 0.509375],roc_auc,6.0
1042,1042,dictlearn,svc_l2,yes,no,COBRE,80,15,tangent,1500,yes,158,yes,[ 0.853125],roc_auc,6.0
1043,1043,dictlearn,ridge,yes,no,COBRE,80,15,tangent,1500,yes,158,yes,[ 0.853125],roc_auc,6.0
1044,1044,dictlearn,svc_l1,yes,no,COBRE,80,16,correlation,1500,yes,150,yes,[ 0.753125],roc_auc,6.0
1045,1045,dictlearn,svc_l2,yes,no,COBRE,80,16,correlation,1500,yes,150,yes,[ 0.76875],roc_auc,6.0
1046,1046,dictlearn,ridge,yes,no,COBRE,80,16,correlation,1500,yes,150,yes,[ 0.759375],roc_auc,6.0
1047,1047,dictlearn,svc_l1,yes,no,COBRE,80,16,partial correlation,1500,yes,150,yes,[ 0.6],roc_auc,6.0
1048,1048,dictlearn,svc_l2,yes,no,COBRE,80,16,partial correlation,1500,yes,150,yes,[ 0.896875],roc_auc,6.0
1049,1049,dictlearn,ridge,yes,no,COBRE,80,16,partial correlation,1500,yes,150,yes,[ 0.896875],roc_auc,6.0
1050,1050,dictlearn,svc_l1,yes,no,COBRE,80,16,tangent,1500,yes,150,yes,[ 0.840625],roc_auc,6.0
1051,1051,dictlearn,svc_l2,yes,no,COBRE,80,16,tangent,1500,yes,150,yes,[ 0.89375],roc_auc,6.0
1052,1052,dictlearn,ridge,yes,no,COBRE,80,16,tangent,1500,yes,150,yes,[ 0.89375],roc_auc,6.0
1053,1053,dictlearn,svc_l1,yes,no,COBRE,80,17,correlation,1500,yes,153,yes,[ 0.75625],roc_auc,6.0
1054,1054,dictlearn,svc_l2,yes,no,COBRE,80,17,correlation,1500,yes,153,yes,[ 0.89375],roc_auc,6.0
1055,1055,dictlearn,ridge,yes,no,COBRE,80,17,correlation,1500,yes,153,yes,[ 0.89375],roc_auc,6.0
1056,1056,dictlearn,svc_l1,yes,no,COBRE,80,17,partial correlation,1500,yes,153,yes,[ 0.771875],roc_auc,6.0
1057,1057,dictlearn,svc_l2,yes,no,COBRE,80,17,partial correlation,1500,yes,153,yes,[ 0.9125],roc_auc,6.0
1058,1058,dictlearn,ridge,yes,no,COBRE,80,17,partial correlation,1500,yes,153,yes,[ 0.9125],roc_auc,6.0
1059,1059,dictlearn,svc_l1,yes,no,COBRE,80,17,tangent,1500,yes,153,yes,[ 0.846875],roc_auc,6.0
1060,1060,dictlearn,svc_l2,yes,no,COBRE,80,17,tangent,1500,yes,153,yes,[ 0.940625],roc_auc,6.0
1061,1061,dictlearn,ridge,yes,no,COBRE,80,17,tangent,1500,yes,153,yes,[ 0.94375],roc_auc,6.0
1062,1062,dictlearn,svc_l1,yes,no,COBRE,80,18,correlation,1500,yes,150,yes,[ 0.6125],roc_auc,6.0
1063,1063,dictlearn,svc_l2,yes,no,COBRE,80,18,correlation,1500,yes,150,yes,[ 0.815625],roc_auc,6.0
1064,1064,dictlearn,ridge,yes,no,COBRE,80,18,correlation,1500,yes,150,yes,[ 0.803125],roc_auc,6.0
1065,1065,dictlearn,svc_l1,yes,no,COBRE,80,18,partial correlation,1500,yes,150,yes,[ 0.6375],roc_auc,6.0
1066,1066,dictlearn,svc_l2,yes,no,COBRE,80,18,partial correlation,1500,yes,150,yes,[ 0.78125],roc_auc,6.0
1067,1067,dictlearn,ridge,yes,no,COBRE,80,18,partial correlation,1500,yes,150,yes,[ 0.784375],roc_auc,6.0
1068,1068,dictlearn,svc_l1,yes,no,COBRE,80,18,tangent,1500,yes,150,yes,[ 0.746875],roc_auc,6.0
1069,1069,dictlearn,svc_l2,yes,no,COBRE,80,18,tangent,1500,yes,150,yes,[ 0.840625],roc_auc,6.0
1070,1070,dictlearn,ridge,yes,no,COBRE,80,18,tangent,1500,yes,150,yes,[ 0.8375],roc_auc,6.0
1071,1071,dictlearn,svc_l1,yes,no,COBRE,80,19,correlation,1500,yes,157,yes,[ 0.790625],roc_auc,6.0
1072,1072,dictlearn,svc_l2,yes,no,COBRE,80,19,correlation,1500,yes,157,yes,[ 0.846875],roc_auc,6.0
1073,1073,dictlearn,ridge,yes,no,COBRE,80,19,correlation,1500,yes,157,yes,[ 0.840625],roc_auc,6.0
1074,1074,dictlearn,svc_l1,yes,no,COBRE,80,19,partial correlation,1500,yes,157,yes,[ 0.65625],roc_auc,6.0
1075,1075,dictlearn,svc_l2,yes,no,COBRE,80,19,partial correlation,1500,yes,157,yes,[ 0.965625],roc_auc,6.0
1076,1076,dictlearn,ridge,yes,no,COBRE,80,19,partial correlation,1500,yes,157,yes,[ 0.9625],roc_auc,6.0
1077,1077,dictlearn,svc_l1,yes,no,COBRE,80,19,tangent,1500,yes,157,yes,[ 0.778125],roc_auc,6.0
1078,1078,dictlearn,svc_l2,yes,no,COBRE,80,19,tangent,1500,yes,157,yes,[ 0.934375],roc_auc,6.0
1079,1079,dictlearn,ridge,yes,no,COBRE,80,19,tangent,1500,yes,157,yes,[ 0.934375],roc_auc,6.0
1080,1080,dictlearn,svc_l1,yes,no,COBRE,80,20,correlation,1500,yes,153,yes,[ 0.7],roc_auc,6.0
1081,1081,dictlearn,svc_l2,yes,no,COBRE,80,20,correlation,1500,yes,153,yes,[ 0.8375],roc_auc,6.0
1082,1082,dictlearn,ridge,yes,no,COBRE,80,20,correlation,1500,yes,153,yes,[ 0.84375],roc_auc,6.0
1083,1083,dictlearn,svc_l1,yes,no,COBRE,80,20,partial correlation,1500,yes,153,yes,[ 0.73125],roc_auc,6.0
1084,1084,dictlearn,svc_l2,yes,no,COBRE,80,20,partial correlation,1500,yes,153,yes,[ 0.925],roc_auc,6.0
1085,1085,dictlearn,ridge,yes,no,COBRE,80,20,partial correlation,1500,yes,153,yes,[ 0.921875],roc_auc,6.0
1086,1086,dictlearn,svc_l1,yes,no,COBRE,80,20,tangent,1500,yes,153,yes,[ 0.7375],roc_auc,6.0
1087,1087,dictlearn,svc_l2,yes,no,COBRE,80,20,tangent,1500,yes,153,yes,[ 0.965625],roc_auc,6.0
1088,1088,dictlearn,ridge,yes,no,COBRE,80,20,tangent,1500,yes,153,yes,[ 0.965625],roc_auc,6.0
1089,1089,dictlearn,svc_l1,yes,no,COBRE,80,21,correlation,1500,yes,154,yes,[ 0.815625],roc_auc,6.0
1090,1090,dictlearn,svc_l2,yes,no,COBRE,80,21,correlation,1500,yes,154,yes,[ 0.86875],roc_auc,6.0
1091,1091,dictlearn,ridge,yes,no,COBRE,80,21,correlation,1500,yes,154,yes,[ 0.86875],roc_auc,6.0
1092,1092,dictlearn,svc_l1,yes,no,COBRE,80,21,partial correlation,1500,yes,154,yes,[ 0.7125],roc_auc,6.0
1093,1093,dictlearn,svc_l2,yes,no,COBRE,80,21,partial correlation,1500,yes,154,yes,[ 0.896875],roc_auc,6.0
1094,1094,dictlearn,ridge,yes,no,COBRE,80,21,partial correlation,1500,yes,154,yes,[ 0.896875],roc_auc,6.0
1095,1095,dictlearn,svc_l1,yes,no,COBRE,80,21,tangent,1500,yes,154,yes,[ 0.784375],roc_auc,6.0
1096,1096,dictlearn,svc_l2,yes,no,COBRE,80,21,tangent,1500,yes,154,yes,[ 0.909375],roc_auc,6.0
1097,1097,dictlearn,ridge,yes,no,COBRE,80,21,tangent,1500,yes,154,yes,[ 0.9125],roc_auc,6.0
1098,1098,dictlearn,svc_l1,yes,no,COBRE,80,22,correlation,1500,yes,161,yes,[ 0.678125],roc_auc,6.0
1099,1099,dictlearn,svc_l2,yes,no,COBRE,80,22,correlation,1500,yes,161,yes,[ 0.8125],roc_auc,6.0
1100,1100,dictlearn,ridge,yes,no,COBRE,80,22,correlation,1500,yes,161,yes,[ 0.815625],roc_auc,6.0
1101,1101,dictlearn,svc_l1,yes,no,COBRE,80,22,partial correlation,1500,yes,161,yes,[ 0.625],roc_auc,6.0
1102,1102,dictlearn,svc_l2,yes,no,COBRE,80,22,partial correlation,1500,yes,161,yes,[ 0.8875],roc_auc,6.0
1103,1103,dictlearn,ridge,yes,no,COBRE,80,22,partial correlation,1500,yes,161,yes,[ 0.8875],roc_auc,6.0
1104,1104,dictlearn,svc_l1,yes,no,COBRE,80,22,tangent,1500,yes,161,yes,[ 0.74375],roc_auc,6.0
1105,1105,dictlearn,svc_l2,yes,no,COBRE,80,22,tangent,1500,yes,161,yes,[ 0.90625],roc_auc,6.0
1106,1106,dictlearn,ridge,yes,no,COBRE,80,22,tangent,1500,yes,161,yes,[ 0.903125],roc_auc,6.0
1107,1107,dictlearn,svc_l1,yes,no,COBRE,80,23,correlation,1500,yes,152,yes,[ 0.784375],roc_auc,6.0
1108,1108,dictlearn,svc_l2,yes,no,COBRE,80,23,correlation,1500,yes,152,yes,[ 0.80625],roc_auc,6.0
1109,1109,dictlearn,ridge,yes,no,COBRE,80,23,correlation,1500,yes,152,yes,[ 0.80625],roc_auc,6.0
1110,1110,dictlearn,svc_l1,yes,no,COBRE,80,23,partial correlation,1500,yes,152,yes,[ 0.709375],roc_auc,6.0
1111,1111,dictlearn,svc_l2,yes,no,COBRE,80,23,partial correlation,1500,yes,152,yes,[ 0.853125],roc_auc,6.0
1112,1112,dictlearn,ridge,yes,no,COBRE,80,23,partial correlation,1500,yes,152,yes,[ 0.85625],roc_auc,6.0
1113,1113,dictlearn,svc_l1,yes,no,COBRE,80,23,tangent,1500,yes,152,yes,[ 0.728125],roc_auc,6.0
1114,1114,dictlearn,svc_l2,yes,no,COBRE,80,23,tangent,1500,yes,152,yes,[ 0.828125],roc_auc,6.0
1115,1115,dictlearn,ridge,yes,no,COBRE,80,23,tangent,1500,yes,152,yes,[ 0.8375],roc_auc,6.0
1116,1116,dictlearn,svc_l1,yes,no,COBRE,80,24,correlation,1500,yes,155,yes,[ 0.71875],roc_auc,6.0
1117,1117,dictlearn,svc_l2,yes,no,COBRE,80,24,correlation,1500,yes,155,yes,[ 0.825],roc_auc,6.0
1118,1118,dictlearn,ridge,yes,no,COBRE,80,24,correlation,1500,yes,155,yes,[ 0.83125],roc_auc,6.0
1119,1119,dictlearn,svc_l1,yes,no,COBRE,80,24,partial correlation,1500,yes,155,yes,[ 0.690625],roc_auc,6.0
1120,1120,dictlearn,svc_l2,yes,no,COBRE,80,24,partial correlation,1500,yes,155,yes,[ 0.915625],roc_auc,6.0
1121,1121,dictlearn,ridge,yes,no,COBRE,80,24,partial correlation,1500,yes,155,yes,[ 0.915625],roc_auc,6.0
1122,1122,dictlearn,svc_l1,yes,no,COBRE,80,24,tangent,1500,yes,155,yes,[ 0.828125],roc_auc,6.0
1123,1123,dictlearn,svc_l2,yes,no,COBRE,80,24,tangent,1500,yes,155,yes,[ 0.9],roc_auc,6.0
1124,1124,dictlearn,ridge,yes,no,COBRE,80,24,tangent,1500,yes,155,yes,[ 0.9],roc_auc,6.0
1125,1125,dictlearn,svc_l1,yes,no,COBRE,80,25,correlation,1500,yes,153,yes,[ 0.56875],roc_auc,6.0
1126,1126,dictlearn,svc_l2,yes,no,COBRE,80,25,correlation,1500,yes,153,yes,[ 0.85625],roc_auc,6.0
1127,1127,dictlearn,ridge,yes,no,COBRE,80,25,correlation,1500,yes,153,yes,[ 0.853125],roc_auc,6.0
1128,1128,dictlearn,svc_l1,yes,no,COBRE,80,25,partial correlation,1500,yes,153,yes,[ 0.596875],roc_auc,6.0
1129,1129,dictlearn,svc_l2,yes,no,COBRE,80,25,partial correlation,1500,yes,153,yes,[ 0.928125],roc_auc,6.0
1130,1130,dictlearn,ridge,yes,no,COBRE,80,25,partial correlation,1500,yes,153,yes,[ 0.93125],roc_auc,6.0
1131,1131,dictlearn,svc_l1,yes,no,COBRE,80,25,tangent,1500,yes,153,yes,[ 0.79375],roc_auc,6.0
1132,1132,dictlearn,svc_l2,yes,no,COBRE,80,25,tangent,1500,yes,153,yes,[ 0.96875],roc_auc,6.0
1133,1133,dictlearn,ridge,yes,no,COBRE,80,25,tangent,1500,yes,153,yes,[ 0.971875],roc_auc,6.0
1134,1134,dictlearn,svc_l1,yes,no,COBRE,80,26,correlation,1500,yes,149,yes,[ 0.790625],roc_auc,6.0
1135,1135,dictlearn,svc_l2,yes,no,COBRE,80,26,correlation,1500,yes,149,yes,[ 0.828125],roc_auc,6.0
1136,1136,dictlearn,ridge,yes,no,COBRE,80,26,correlation,1500,yes,149,yes,[ 0.83125],roc_auc,6.0
1137,1137,dictlearn,svc_l1,yes,no,COBRE,80,26,partial correlation,1500,yes,149,yes,[ 0.771875],roc_auc,6.0
1138,1138,dictlearn,svc_l2,yes,no,COBRE,80,26,partial correlation,1500,yes,149,yes,[ 0.896875],roc_auc,6.0
1139,1139,dictlearn,ridge,yes,no,COBRE,80,26,partial correlation,1500,yes,149,yes,[ 0.896875],roc_auc,6.0
1140,1140,dictlearn,svc_l1,yes,no,COBRE,80,26,tangent,1500,yes,149,yes,[ 0.8125],roc_auc,6.0
1141,1141,dictlearn,svc_l2,yes,no,COBRE,80,26,tangent,1500,yes,149,yes,[ 0.9125],roc_auc,6.0
1142,1142,dictlearn,ridge,yes,no,COBRE,80,26,tangent,1500,yes,149,yes,[ 0.909375],roc_auc,6.0
1143,1143,dictlearn,svc_l1,yes,no,COBRE,80,27,correlation,1500,yes,153,yes,[ 0.646875],roc_auc,6.0
1144,1144,dictlearn,svc_l2,yes,no,COBRE,80,27,correlation,1500,yes,153,yes,[ 0.778125],roc_auc,6.0
1145,1145,dictlearn,ridge,yes,no,COBRE,80,27,correlation,1500,yes,153,yes,[ 0.78125],roc_auc,6.0
1146,1146,dictlearn,svc_l1,yes,no,COBRE,80,27,partial correlation,1500,yes,153,yes,[ 0.625],roc_auc,6.0
1147,1147,dictlearn,svc_l2,yes,no,COBRE,80,27,partial correlation,1500,yes,153,yes,[ 0.86875],roc_auc,6.0
1148,1148,dictlearn,ridge,yes,no,COBRE,80,27,partial correlation,1500,yes,153,yes,[ 0.86875],roc_auc,6.0
1149,1149,dictlearn,svc_l1,yes,no,COBRE,80,27,tangent,1500,yes,153,yes,[ 0.75625],roc_auc,6.0
1150,1150,dictlearn,svc_l2,yes,no,COBRE,80,27,tangent,1500,yes,153,yes,[ 0.8875],roc_auc,6.0
1151,1151,dictlearn,ridge,yes,no,COBRE,80,27,tangent,1500,yes,153,yes,[ 0.8875],roc_auc,6.0
1152,1152,dictlearn,svc_l1,yes,no,COBRE,80,28,correlation,1500,yes,154,yes,[ 0.4875],roc_auc,6.0
1153,1153,dictlearn,svc_l2,yes,no,COBRE,80,28,correlation,1500,yes,154,yes,[ 0.73125],roc_auc,6.0
1154,1154,dictlearn,ridge,yes,no,COBRE,80,28,correlation,1500,yes,154,yes,[ 0.721875],roc_auc,6.0
1155,1155,dictlearn,svc_l1,yes,no,COBRE,80,28,partial correlation,1500,yes,154,yes,[ 0.684375],roc_auc,6.0
1156,1156,dictlearn,svc_l2,yes,no,COBRE,80,28,partial correlation,1500,yes,154,yes,[ 0.68125],roc_auc,6.0
1157,1157,dictlearn,ridge,yes,no,COBRE,80,28,partial correlation,1500,yes,154,yes,[ 0.68125],roc_auc,6.0
1158,1158,dictlearn,svc_l1,yes,no,COBRE,80,28,tangent,1500,yes,154,yes,[ 0.5375],roc_auc,6.0
1159,1159,dictlearn,svc_l2,yes,no,COBRE,80,28,tangent,1500,yes,154,yes,[ 0.746875],roc_auc,6.0
1160,1160,dictlearn,ridge,yes,no,COBRE,80,28,tangent,1500,yes,154,yes,[ 0.746875],roc_auc,6.0
1161,1161,dictlearn,svc_l1,yes,no,COBRE,80,29,correlation,1500,yes,158,yes,[ 0.71875],roc_auc,6.0
1162,1162,dictlearn,svc_l2,yes,no,COBRE,80,29,correlation,1500,yes,158,yes,[ 0.84375],roc_auc,6.0
1163,1163,dictlearn,ridge,yes,no,COBRE,80,29,correlation,1500,yes,158,yes,[ 0.84375],roc_auc,6.0
1164,1164,dictlearn,svc_l1,yes,no,COBRE,80,29,partial correlation,1500,yes,158,yes,[ 0.71875],roc_auc,6.0
1165,1165,dictlearn,svc_l2,yes,no,COBRE,80,29,partial correlation,1500,yes,158,yes,[ 0.9],roc_auc,6.0
1166,1166,dictlearn,ridge,yes,no,COBRE,80,29,partial correlation,1500,yes,158,yes,[ 0.896875],roc_auc,6.0
1167,1167,dictlearn,svc_l1,yes,no,COBRE,80,29,tangent,1500,yes,158,yes,[ 0.80625],roc_auc,6.0
1168,1168,dictlearn,svc_l2,yes,no,COBRE,80,29,tangent,1500,yes,158,yes,[ 0.93125],roc_auc,6.0
1169,1169,dictlearn,ridge,yes,no,COBRE,80,29,tangent,1500,yes,158,yes,[ 0.928125],roc_auc,6.0
1170,1170,dictlearn,svc_l1,yes,no,COBRE,80,30,correlation,1500,yes,153,yes,[ 0.728125],roc_auc,6.0
1171,1171,dictlearn,svc_l2,yes,no,COBRE,80,30,correlation,1500,yes,153,yes,[ 0.78125],roc_auc,6.0
1172,1172,dictlearn,ridge,yes,no,COBRE,80,30,correlation,1500,yes,153,yes,[ 0.775],roc_auc,6.0
1173,1173,dictlearn,svc_l1,yes,no,COBRE,80,30,partial correlation,1500,yes,153,yes,[ 0.61875],roc_auc,6.0
1174,1174,dictlearn,svc_l2,yes,no,COBRE,80,30,partial correlation,1500,yes,153,yes,[ 0.83125],roc_auc,6.0
1175,1175,dictlearn,ridge,yes,no,COBRE,80,30,partial correlation,1500,yes,153,yes,[ 0.83125],roc_auc,6.0
1176,1176,dictlearn,svc_l1,yes,no,COBRE,80,30,tangent,1500,yes,153,yes,[ 0.73125],roc_auc,6.0
1177,1177,dictlearn,svc_l2,yes,no,COBRE,80,30,tangent,1500,yes,153,yes,[ 0.846875],roc_auc,6.0
1178,1178,dictlearn,ridge,yes,no,COBRE,80,30,tangent,1500,yes,153,yes,[ 0.84375],roc_auc,6.0
1179,1179,dictlearn,svc_l1,yes,no,COBRE,80,31,correlation,1500,yes,151,yes,[ 0.675],roc_auc,6.0
1180,1180,dictlearn,svc_l2,yes,no,COBRE,80,31,correlation,1500,yes,151,yes,[ 0.690625],roc_auc,6.0
1181,1181,dictlearn,ridge,yes,no,COBRE,80,31,correlation,1500,yes,151,yes,[ 0.696875],roc_auc,6.0
1182,1182,dictlearn,svc_l1,yes,no,COBRE,80,31,partial correlation,1500,yes,151,yes,[ 0.6],roc_auc,6.0
1183,1183,dictlearn,svc_l2,yes,no,COBRE,80,31,partial correlation,1500,yes,151,yes,[ 0.753125],roc_auc,6.0
1184,1184,dictlearn,ridge,yes,no,COBRE,80,31,partial correlation,1500,yes,151,yes,[ 0.746875],roc_auc,6.0
1185,1185,dictlearn,svc_l1,yes,no,COBRE,80,31,tangent,1500,yes,151,yes,[ 0.49375],roc_auc,6.0
1186,1186,dictlearn,svc_l2,yes,no,COBRE,80,31,tangent,1500,yes,151,yes,[ 0.76875],roc_auc,6.0
1187,1187,dictlearn,ridge,yes,no,COBRE,80,31,tangent,1500,yes,151,yes,[ 0.7625],roc_auc,6.0
1188,1188,dictlearn,svc_l1,yes,no,COBRE,80,32,correlation,1500,yes,161,yes,[ 0.675],roc_auc,6.0
1189,1189,dictlearn,svc_l2,yes,no,COBRE,80,32,correlation,1500,yes,161,yes,[ 0.76875],roc_auc,6.0
1190,1190,dictlearn,ridge,yes,no,COBRE,80,32,correlation,1500,yes,161,yes,[ 0.765625],roc_auc,6.0
1191,1191,dictlearn,svc_l1,yes,no,COBRE,80,32,partial correlation,1500,yes,161,yes,[ 0.6125],roc_auc,6.0
1192,1192,dictlearn,svc_l2,yes,no,COBRE,80,32,partial correlation,1500,yes,161,yes,[ 0.6875],roc_auc,6.0
1193,1193,dictlearn,ridge,yes,no,COBRE,80,32,partial correlation,1500,yes,161,yes,[ 0.68125],roc_auc,6.0
1194,1194,dictlearn,svc_l1,yes,no,COBRE,80,32,tangent,1500,yes,161,yes,[ 0.753125],roc_auc,6.0
1195,1195,dictlearn,svc_l2,yes,no,COBRE,80,32,tangent,1500,yes,161,yes,[ 0.8],roc_auc,6.0
1196,1196,dictlearn,ridge,yes,no,COBRE,80,32,tangent,1500,yes,161,yes,[ 0.8],roc_auc,6.0
1197,1197,dictlearn,svc_l1,yes,no,COBRE,80,33,correlation,1500,yes,150,yes,[ 0.771875],roc_auc,6.0
1198,1198,dictlearn,svc_l2,yes,no,COBRE,80,33,correlation,1500,yes,150,yes,[ 0.853125],roc_auc,6.0
1199,1199,dictlearn,ridge,yes,no,COBRE,80,33,correlation,1500,yes,150,yes,[ 0.84375],roc_auc,6.0
1200,1200,dictlearn,svc_l1,yes,no,COBRE,80,33,partial correlation,1500,yes,150,yes,[ 0.684375],roc_auc,6.0
1201,1201,dictlearn,svc_l2,yes,no,COBRE,80,33,partial correlation,1500,yes,150,yes,[ 0.890625],roc_auc,6.0
1202,1202,dictlearn,ridge,yes,no,COBRE,80,33,partial correlation,1500,yes,150,yes,[ 0.8875],roc_auc,6.0
1203,1203,dictlearn,svc_l1,yes,no,COBRE,80,33,tangent,1500,yes,150,yes,[ 0.80625],roc_auc,6.0
1204,1204,dictlearn,svc_l2,yes,no,COBRE,80,33,tangent,1500,yes,150,yes,[ 0.946875],roc_auc,6.0
1205,1205,dictlearn,ridge,yes,no,COBRE,80,33,tangent,1500,yes,150,yes,[ 0.95],roc_auc,6.0
1206,1206,dictlearn,svc_l1,yes,no,COBRE,80,34,correlation,1500,yes,157,yes,[ 0.6],roc_auc,6.0
1207,1207,dictlearn,svc_l2,yes,no,COBRE,80,34,correlation,1500,yes,157,yes,[ 0.703125],roc_auc,6.0
1208,1208,dictlearn,ridge,yes,no,COBRE,80,34,correlation,1500,yes,157,yes,[ 0.703125],roc_auc,6.0
1209,1209,dictlearn,svc_l1,yes,no,COBRE,80,34,partial correlation,1500,yes,157,yes,[ 0.521875],roc_auc,6.0
1210,1210,dictlearn,svc_l2,yes,no,COBRE,80,34,partial correlation,1500,yes,157,yes,[ 0.95625],roc_auc,6.0
1211,1211,dictlearn,ridge,yes,no,COBRE,80,34,partial correlation,1500,yes,157,yes,[ 0.95625],roc_auc,6.0
1212,1212,dictlearn,svc_l1,yes,no,COBRE,80,34,tangent,1500,yes,157,yes,[ 0.571875],roc_auc,6.0
1213,1213,dictlearn,svc_l2,yes,no,COBRE,80,34,tangent,1500,yes,157,yes,[ 0.959375],roc_auc,6.0
1214,1214,dictlearn,ridge,yes,no,COBRE,80,34,tangent,1500,yes,157,yes,[ 0.959375],roc_auc,6.0
1215,1215,dictlearn,svc_l1,yes,no,COBRE,80,35,correlation,1500,yes,151,yes,[ 0.809375],roc_auc,6.0
1216,1216,dictlearn,svc_l2,yes,no,COBRE,80,35,correlation,1500,yes,151,yes,[ 0.828125],roc_auc,6.0
1217,1217,dictlearn,ridge,yes,no,COBRE,80,35,correlation,1500,yes,151,yes,[ 0.81875],roc_auc,6.0
1218,1218,dictlearn,svc_l1,yes,no,COBRE,80,35,partial correlation,1500,yes,151,yes,[ 0.896875],roc_auc,6.0
1219,1219,dictlearn,svc_l2,yes,no,COBRE,80,35,partial correlation,1500,yes,151,yes,[ 0.934375],roc_auc,6.0
1220,1220,dictlearn,ridge,yes,no,COBRE,80,35,partial correlation,1500,yes,151,yes,[ 0.934375],roc_auc,6.0
1221,1221,dictlearn,svc_l1,yes,no,COBRE,80,35,tangent,1500,yes,151,yes,[ 0.940625],roc_auc,6.0
1222,1222,dictlearn,svc_l2,yes,no,COBRE,80,35,tangent,1500,yes,151,yes,[ 0.91875],roc_auc,6.0
1223,1223,dictlearn,ridge,yes,no,COBRE,80,35,tangent,1500,yes,151,yes,[ 0.915625],roc_auc,6.0
1224,1224,dictlearn,svc_l1,yes,no,COBRE,80,36,correlation,1500,yes,150,yes,[ 0.74375],roc_auc,6.0
1225,1225,dictlearn,svc_l2,yes,no,COBRE,80,36,correlation,1500,yes,150,yes,[ 0.83125],roc_auc,6.0
1226,1226,dictlearn,ridge,yes,no,COBRE,80,36,correlation,1500,yes,150,yes,[ 0.828125],roc_auc,6.0
1227,1227,dictlearn,svc_l1,yes,no,COBRE,80,36,partial correlation,1500,yes,150,yes,[ 0.6],roc_auc,6.0
1228,1228,dictlearn,svc_l2,yes,no,COBRE,80,36,partial correlation,1500,yes,150,yes,[ 0.915625],roc_auc,6.0
1229,1229,dictlearn,ridge,yes,no,COBRE,80,36,partial correlation,1500,yes,150,yes,[ 0.915625],roc_auc,6.0
1230,1230,dictlearn,svc_l1,yes,no,COBRE,80,36,tangent,1500,yes,150,yes,[ 0.7],roc_auc,6.0
1231,1231,dictlearn,svc_l2,yes,no,COBRE,80,36,tangent,1500,yes,150,yes,[ 0.909375],roc_auc,6.0
1232,1232,dictlearn,ridge,yes,no,COBRE,80,36,tangent,1500,yes,150,yes,[ 0.909375],roc_auc,6.0
1233,1233,dictlearn,svc_l1,yes,no,COBRE,80,37,correlation,1500,yes,160,yes,[ 0.421875],roc_auc,6.0
1234,1234,dictlearn,svc_l2,yes,no,COBRE,80,37,correlation,1500,yes,160,yes,[ 0.475],roc_auc,6.0
1235,1235,dictlearn,ridge,yes,no,COBRE,80,37,correlation,1500,yes,160,yes,[ 0.48125],roc_auc,6.0
1236,1236,dictlearn,svc_l1,yes,no,COBRE,80,37,partial correlation,1500,yes,160,yes,[ 0.68125],roc_auc,6.0
1237,1237,dictlearn,svc_l2,yes,no,COBRE,80,37,partial correlation,1500,yes,160,yes,[ 0.7875],roc_auc,6.0
1238,1238,dictlearn,ridge,yes,no,COBRE,80,37,partial correlation,1500,yes,160,yes,[ 0.7875],roc_auc,6.0
1239,1239,dictlearn,svc_l1,yes,no,COBRE,80,37,tangent,1500,yes,160,yes,[ 0.75625],roc_auc,6.0
1240,1240,dictlearn,svc_l2,yes,no,COBRE,80,37,tangent,1500,yes,160,yes,[ 0.75625],roc_auc,6.0
1241,1241,dictlearn,ridge,yes,no,COBRE,80,37,tangent,1500,yes,160,yes,[ 0.75625],roc_auc,6.0
1242,1242,dictlearn,svc_l1,yes,no,COBRE,80,38,correlation,1500,yes,153,yes,[ 0.56875],roc_auc,6.0
1243,1243,dictlearn,svc_l2,yes,no,COBRE,80,38,correlation,1500,yes,153,yes,[ 0.6125],roc_auc,6.0
1244,1244,dictlearn,ridge,yes,no,COBRE,80,38,correlation,1500,yes,153,yes,[ 0.6125],roc_auc,6.0
