,atlas,classifier,dataset,measure,scores
14472,aal_spm12,svc_l1,cobre,correlation,0.71875
14473,aal_spm12,svc_l2,cobre,correlation,0.821875
14474,aal_spm12,ridge,cobre,correlation,0.803125
14475,aal_spm12,svc_l1,cobre,partial correlation,0.653125
14476,aal_spm12,svc_l2,cobre,partial correlation,0.703125
14477,aal_spm12,ridge,cobre,partial correlation,0.70625
14478,aal_spm12,svc_l1,cobre,tangent,0.46875
14479,aal_spm12,svc_l2,cobre,tangent,0.828125
14480,aal_spm12,ridge,cobre,tangent,0.83125
14481,basc_scale122,svc_l1,cobre,correlation,0.771875
14482,basc_scale122,svc_l2,cobre,correlation,0.75625
14483,basc_scale122,ridge,cobre,correlation,0.765625
14484,basc_scale122,svc_l1,cobre,partial correlation,0.64375
14485,basc_scale122,svc_l2,cobre,partial correlation,0.865625
14486,basc_scale122,ridge,cobre,partial correlation,0.865625
14487,basc_scale122,svc_l1,cobre,tangent,0.825
14488,basc_scale122,svc_l2,cobre,tangent,0.91875
14489,basc_scale122,ridge,cobre,tangent,0.915625
14490,ho_cort_symm_split,svc_l1,cobre,correlation,0.69375
14491,ho_cort_symm_split,svc_l2,cobre,correlation,0.684375
14492,ho_cort_symm_split,ridge,cobre,correlation,0.684375
14493,ho_cort_symm_split,svc_l1,cobre,partial correlation,0.590625
14494,ho_cort_symm_split,svc_l2,cobre,partial correlation,0.653125
14495,ho_cort_symm_split,ridge,cobre,partial correlation,0.65625
14496,ho_cort_symm_split,svc_l1,cobre,tangent,0.571875
14497,ho_cort_symm_split,svc_l2,cobre,tangent,0.646875
14498,ho_cort_symm_split,ridge,cobre,tangent,0.64375
14499,aal_spm12,svc_l1,cobre,correlation,0.753125
14500,aal_spm12,svc_l2,cobre,correlation,0.71875
14501,aal_spm12,ridge,cobre,correlation,0.734375
14502,aal_spm12,svc_l1,cobre,partial correlation,0.503125
14503,aal_spm12,svc_l2,cobre,partial correlation,0.725
14504,aal_spm12,ridge,cobre,partial correlation,0.728125
14505,aal_spm12,svc_l1,cobre,tangent,0.565625
14506,aal_spm12,svc_l2,cobre,tangent,0.79375
14507,aal_spm12,ridge,cobre,tangent,0.796875
14508,basc_scale122,svc_l1,cobre,correlation,0.5875
14509,basc_scale122,svc_l2,cobre,correlation,0.7375
14510,basc_scale122,ridge,cobre,correlation,0.753125
14511,basc_scale122,svc_l1,cobre,partial correlation,0.621875
14512,basc_scale122,svc_l2,cobre,partial correlation,0.75
14513,basc_scale122,ridge,cobre,partial correlation,0.75
14514,basc_scale122,svc_l1,cobre,tangent,0.696875
14515,basc_scale122,svc_l2,cobre,tangent,0.8375
14516,basc_scale122,ridge,cobre,tangent,0.8375
14517,ho_cort_symm_split,svc_l1,cobre,correlation,0.709375
14518,ho_cort_symm_split,svc_l2,cobre,correlation,0.796875
14519,ho_cort_symm_split,ridge,cobre,correlation,0.778125
14520,ho_cort_symm_split,svc_l1,cobre,partial correlation,0.559375
14521,ho_cort_symm_split,svc_l2,cobre,partial correlation,0.678125
14522,ho_cort_symm_split,ridge,cobre,partial correlation,0.68125
14523,ho_cort_symm_split,svc_l1,cobre,tangent,0.715625
14524,ho_cort_symm_split,svc_l2,cobre,tangent,0.821875
14525,ho_cort_symm_split,ridge,cobre,tangent,0.81875
14526,aal_spm12,svc_l1,cobre,correlation,0.70625
14527,aal_spm12,svc_l2,cobre,correlation,0.78125
14528,aal_spm12,ridge,cobre,correlation,0.753125
14529,aal_spm12,svc_l1,cobre,partial correlation,0.540625
14530,aal_spm12,svc_l2,cobre,partial correlation,0.746875
14531,aal_spm12,ridge,cobre,partial correlation,0.746875
14532,aal_spm12,svc_l1,cobre,tangent,0.625
14533,aal_spm12,svc_l2,cobre,tangent,0.871875
14534,aal_spm12,ridge,cobre,tangent,0.878125
14535,basc_scale122,svc_l1,cobre,correlation,0.71875
14536,basc_scale122,svc_l2,cobre,correlation,0.753125
14537,basc_scale122,ridge,cobre,correlation,0.759375
14538,basc_scale122,svc_l1,cobre,partial correlation,0.51875
14539,basc_scale122,svc_l2,cobre,partial correlation,0.80625
14540,basc_scale122,ridge,cobre,partial correlation,0.80625
14541,basc_scale122,svc_l1,cobre,tangent,0.71875
14542,basc_scale122,svc_l2,cobre,tangent,0.871875
14543,basc_scale122,ridge,cobre,tangent,0.871875
14544,ho_cort_symm_split,svc_l1,cobre,correlation,0.646875
14545,ho_cort_symm_split,svc_l2,cobre,correlation,0.603125
14546,ho_cort_symm_split,ridge,cobre,correlation,0.63125
14547,ho_cort_symm_split,svc_l1,cobre,partial correlation,0.453125
14548,ho_cort_symm_split,svc_l2,cobre,partial correlation,0.559375
14549,ho_cort_symm_split,ridge,cobre,partial correlation,0.55625
14550,ho_cort_symm_split,svc_l1,cobre,tangent,0.5375
14551,ho_cort_symm_split,svc_l2,cobre,tangent,0.625
14552,ho_cort_symm_split,ridge,cobre,tangent,0.621875
14553,aal_spm12,svc_l1,cobre,correlation,0.69375
14554,aal_spm12,svc_l2,cobre,correlation,0.64375
14555,aal_spm12,ridge,cobre,correlation,0.646875
14556,aal_spm12,svc_l1,cobre,partial correlation,0.5375
14557,aal_spm12,svc_l2,cobre,partial correlation,0.79375
14558,aal_spm12,ridge,cobre,partial correlation,0.79375
14559,aal_spm12,svc_l1,cobre,tangent,0.73125
14560,aal_spm12,svc_l2,cobre,tangent,0.78125
14561,aal_spm12,ridge,cobre,tangent,0.778125
14562,basc_scale122,svc_l1,cobre,correlation,0.534375
14563,basc_scale122,svc_l2,cobre,correlation,0.578125
14564,basc_scale122,ridge,cobre,correlation,0.590625
14565,basc_scale122,svc_l1,cobre,partial correlation,0.5625
14566,basc_scale122,svc_l2,cobre,partial correlation,0.796875
14567,basc_scale122,ridge,cobre,partial correlation,0.796875
14568,basc_scale122,svc_l1,cobre,tangent,0.634375
14569,basc_scale122,svc_l2,cobre,tangent,0.790625
14570,basc_scale122,ridge,cobre,tangent,0.7875
14571,ho_cort_symm_split,svc_l1,cobre,correlation,0.4625
14572,ho_cort_symm_split,svc_l2,cobre,correlation,0.53125
14573,ho_cort_symm_split,ridge,cobre,correlation,0.546875
14574,ho_cort_symm_split,svc_l1,cobre,partial correlation,0.746875
14575,ho_cort_symm_split,svc_l2,cobre,partial correlation,0.646875
14576,ho_cort_symm_split,ridge,cobre,partial correlation,0.646875
14577,ho_cort_symm_split,svc_l1,cobre,tangent,0.51875
14578,ho_cort_symm_split,svc_l2,cobre,tangent,0.615625
14579,ho_cort_symm_split,ridge,cobre,tangent,0.615625
14580,aal_spm12,svc_l1,cobre,correlation,0.60625
14581,aal_spm12,svc_l2,cobre,correlation,0.684375
14582,aal_spm12,ridge,cobre,correlation,0.6625
14583,aal_spm12,svc_l1,cobre,partial correlation,0.653125
14584,aal_spm12,svc_l2,cobre,partial correlation,0.8375
14585,aal_spm12,ridge,cobre,partial correlation,0.8375
14586,aal_spm12,svc_l1,cobre,tangent,0.69375
14587,aal_spm12,svc_l2,cobre,tangent,0.825
14588,aal_spm12,ridge,cobre,tangent,0.81875
14589,basc_scale122,svc_l1,cobre,correlation,0.44375
14590,basc_scale122,svc_l2,cobre,correlation,0.578125
14591,basc_scale122,ridge,cobre,correlation,0.58125
14592,basc_scale122,svc_l1,cobre,partial correlation,0.41875
14593,basc_scale122,svc_l2,cobre,partial correlation,0.81875
14594,basc_scale122,ridge,cobre,partial correlation,0.81875
14595,basc_scale122,svc_l1,cobre,tangent,0.596875
14596,basc_scale122,svc_l2,cobre,tangent,0.75625
14597,basc_scale122,ridge,cobre,tangent,0.753125
14598,ho_cort_symm_split,svc_l1,cobre,correlation,0.7
14599,ho_cort_symm_split,svc_l2,cobre,correlation,0.7125
14600,ho_cort_symm_split,ridge,cobre,correlation,0.753125
14601,ho_cort_symm_split,svc_l1,cobre,partial correlation,0.503125
14602,ho_cort_symm_split,svc_l2,cobre,partial correlation,0.58125
14603,ho_cort_symm_split,ridge,cobre,partial correlation,0.584375
14604,ho_cort_symm_split,svc_l1,cobre,tangent,0.61875
14605,ho_cort_symm_split,svc_l2,cobre,tangent,0.715625
14606,ho_cort_symm_split,ridge,cobre,tangent,0.709375
14607,aal_spm12,svc_l1,cobre,correlation,0.778125
14608,aal_spm12,svc_l2,cobre,correlation,0.76875
14609,aal_spm12,ridge,cobre,correlation,0.765625
14610,aal_spm12,svc_l1,cobre,partial correlation,0.43125
14611,aal_spm12,svc_l2,cobre,partial correlation,0.778125
14612,aal_spm12,ridge,cobre,partial correlation,0.775
14613,aal_spm12,svc_l1,cobre,tangent,0.49375
14614,aal_spm12,svc_l2,cobre,tangent,0.784375
14615,aal_spm12,ridge,cobre,tangent,0.765625
14616,basc_scale122,svc_l1,cobre,correlation,0.6375
14617,basc_scale122,svc_l2,cobre,correlation,0.765625
14618,basc_scale122,ridge,cobre,correlation,0.75625
14619,basc_scale122,svc_l1,cobre,partial correlation,0.51875
14620,basc_scale122,svc_l2,cobre,partial correlation,0.70625
14621,basc_scale122,ridge,cobre,partial correlation,0.70625
14622,basc_scale122,svc_l1,cobre,tangent,0.6625
14623,basc_scale122,svc_l2,cobre,tangent,0.784375
14624,basc_scale122,ridge,cobre,tangent,0.778125
14625,ho_cort_symm_split,svc_l1,cobre,correlation,0.609375
14626,ho_cort_symm_split,svc_l2,cobre,correlation,0.6375
14627,ho_cort_symm_split,ridge,cobre,correlation,0.6375
14628,ho_cort_symm_split,svc_l1,cobre,partial correlation,0.453125
14629,ho_cort_symm_split,svc_l2,cobre,partial correlation,0.528125
14630,ho_cort_symm_split,ridge,cobre,partial correlation,0.528125
14631,ho_cort_symm_split,svc_l1,cobre,tangent,0.440625
14632,ho_cort_symm_split,svc_l2,cobre,tangent,0.665625
14633,ho_cort_symm_split,ridge,cobre,tangent,0.66875
14634,aal_spm12,svc_l1,cobre,correlation,0.678125
14635,aal_spm12,svc_l2,cobre,correlation,0.678125
14636,aal_spm12,ridge,cobre,correlation,0.675
14637,aal_spm12,svc_l1,cobre,partial correlation,0.5
14638,aal_spm12,svc_l2,cobre,partial correlation,0.759375
14639,aal_spm12,ridge,cobre,partial correlation,0.765625
14640,aal_spm12,svc_l1,cobre,tangent,0.696875
14641,aal_spm12,svc_l2,cobre,tangent,0.753125
14642,aal_spm12,ridge,cobre,tangent,0.753125
14643,basc_scale122,svc_l1,cobre,correlation,0.6625
14644,basc_scale122,svc_l2,cobre,correlation,0.7125
14645,basc_scale122,ridge,cobre,correlation,0.715625
14646,basc_scale122,svc_l1,cobre,partial correlation,0.478125
14647,basc_scale122,svc_l2,cobre,partial correlation,0.715625
14648,basc_scale122,ridge,cobre,partial correlation,0.7125
14649,basc_scale122,svc_l1,cobre,tangent,0.63125
14650,basc_scale122,svc_l2,cobre,tangent,0.740625
14651,basc_scale122,ridge,cobre,tangent,0.74375
14652,ho_cort_symm_split,svc_l1,cobre,correlation,0.6375
14653,ho_cort_symm_split,svc_l2,cobre,correlation,0.653125
14654,ho_cort_symm_split,ridge,cobre,correlation,0.646875
14655,ho_cort_symm_split,svc_l1,cobre,partial correlation,0.621875
14656,ho_cort_symm_split,svc_l2,cobre,partial correlation,0.734375
14657,ho_cort_symm_split,ridge,cobre,partial correlation,0.734375
14658,ho_cort_symm_split,svc_l1,cobre,tangent,0.578125
14659,ho_cort_symm_split,svc_l2,cobre,tangent,0.725
14660,ho_cort_symm_split,ridge,cobre,tangent,0.721875
14661,aal_spm12,svc_l1,cobre,correlation,0.634375
14662,aal_spm12,svc_l2,cobre,correlation,0.70625
14663,aal_spm12,ridge,cobre,correlation,0.7
14664,aal_spm12,svc_l1,cobre,partial correlation,0.409375
14665,aal_spm12,svc_l2,cobre,partial correlation,0.696875
14666,aal_spm12,ridge,cobre,partial correlation,0.696875
14667,aal_spm12,svc_l1,cobre,tangent,0.5625
14668,aal_spm12,svc_l2,cobre,tangent,0.69375
14669,aal_spm12,ridge,cobre,tangent,0.690625
14670,basc_scale122,svc_l1,cobre,correlation,0.65625
14671,basc_scale122,svc_l2,cobre,correlation,0.659375
14672,basc_scale122,ridge,cobre,correlation,0.65625
14673,basc_scale122,svc_l1,cobre,partial correlation,0.56875
14674,basc_scale122,svc_l2,cobre,partial correlation,0.81875
14675,basc_scale122,ridge,cobre,partial correlation,0.815625
14676,basc_scale122,svc_l1,cobre,tangent,0.71875
14677,basc_scale122,svc_l2,cobre,tangent,0.778125
14678,basc_scale122,ridge,cobre,tangent,0.78125
14679,ho_cort_symm_split,svc_l1,cobre,correlation,0.76875
14680,ho_cort_symm_split,svc_l2,cobre,correlation,0.709375
14681,ho_cort_symm_split,ridge,cobre,correlation,0.721875
14682,ho_cort_symm_split,svc_l1,cobre,partial correlation,0.5125
14683,ho_cort_symm_split,svc_l2,cobre,partial correlation,0.66875
14684,ho_cort_symm_split,ridge,cobre,partial correlation,0.66875
14685,ho_cort_symm_split,svc_l1,cobre,tangent,0.6125
14686,ho_cort_symm_split,svc_l2,cobre,tangent,0.709375
14687,ho_cort_symm_split,ridge,cobre,tangent,0.70625
14688,aal_spm12,svc_l1,cobre,correlation,0.628125
14689,aal_spm12,svc_l2,cobre,correlation,0.784375
14690,aal_spm12,ridge,cobre,correlation,0.784375
14691,aal_spm12,svc_l1,cobre,partial correlation,0.453125
14692,aal_spm12,svc_l2,cobre,partial correlation,0.603125
14693,aal_spm12,ridge,cobre,partial correlation,0.603125
14694,aal_spm12,svc_l1,cobre,tangent,0.621875
14695,aal_spm12,svc_l2,cobre,tangent,0.728125
14696,aal_spm12,ridge,cobre,tangent,0.73125
14697,basc_scale122,svc_l1,cobre,correlation,0.665625
14698,basc_scale122,svc_l2,cobre,correlation,0.728125
14699,basc_scale122,ridge,cobre,correlation,0.74375
14700,basc_scale122,svc_l1,cobre,partial correlation,0.41875
14701,basc_scale122,svc_l2,cobre,partial correlation,0.75
14702,basc_scale122,ridge,cobre,partial correlation,0.75
14703,basc_scale122,svc_l1,cobre,tangent,0.621875
14704,basc_scale122,svc_l2,cobre,tangent,0.784375
14705,basc_scale122,ridge,cobre,tangent,0.7875
14706,ho_cort_symm_split,svc_l1,cobre,correlation,0.64375
14707,ho_cort_symm_split,svc_l2,cobre,correlation,0.640625
14708,ho_cort_symm_split,ridge,cobre,correlation,0.653125
14709,ho_cort_symm_split,svc_l1,cobre,partial correlation,0.584375
14710,ho_cort_symm_split,svc_l2,cobre,partial correlation,0.634375
14711,ho_cort_symm_split,ridge,cobre,partial correlation,0.634375
14712,ho_cort_symm_split,svc_l1,cobre,tangent,0.56875
14713,ho_cort_symm_split,svc_l2,cobre,tangent,0.709375
14714,ho_cort_symm_split,ridge,cobre,tangent,0.70625
14715,aal_spm12,svc_l1,cobre,correlation,0.675
14716,aal_spm12,svc_l2,cobre,correlation,0.6625
14717,aal_spm12,ridge,cobre,correlation,0.65625
14718,aal_spm12,svc_l1,cobre,partial correlation,0.490625
14719,aal_spm12,svc_l2,cobre,partial correlation,0.621875
14720,aal_spm12,ridge,cobre,partial correlation,0.628125
14721,aal_spm12,svc_l1,cobre,tangent,0.75625
14722,aal_spm12,svc_l2,cobre,tangent,0.775
14723,aal_spm12,ridge,cobre,tangent,0.778125
14724,basc_scale122,svc_l1,cobre,correlation,0.70625
14725,basc_scale122,svc_l2,cobre,correlation,0.70625
14726,basc_scale122,ridge,cobre,correlation,0.70625
14727,basc_scale122,svc_l1,cobre,partial correlation,0.521875
14728,basc_scale122,svc_l2,cobre,partial correlation,0.725
14729,basc_scale122,ridge,cobre,partial correlation,0.728125
14730,basc_scale122,svc_l1,cobre,tangent,0.715625
14731,basc_scale122,svc_l2,cobre,tangent,0.821875
14732,basc_scale122,ridge,cobre,tangent,0.81875
14733,ho_cort_symm_split,svc_l1,cobre,correlation,0.65625
14734,ho_cort_symm_split,svc_l2,cobre,correlation,0.8375
14735,ho_cort_symm_split,ridge,cobre,correlation,0.840625
14736,ho_cort_symm_split,svc_l1,cobre,partial correlation,0.565625
14737,ho_cort_symm_split,svc_l2,cobre,partial correlation,0.625
14738,ho_cort_symm_split,ridge,cobre,partial correlation,0.625
14739,ho_cort_symm_split,svc_l1,cobre,tangent,0.671875
14740,ho_cort_symm_split,svc_l2,cobre,tangent,0.80625
14741,ho_cort_symm_split,ridge,cobre,tangent,0.803125
14742,aal_spm12,svc_l1,cobre,correlation,0.75625
14743,aal_spm12,svc_l2,cobre,correlation,0.890625
14744,aal_spm12,ridge,cobre,correlation,0.9
14745,aal_spm12,svc_l1,cobre,partial correlation,0.49375
14746,aal_spm12,svc_l2,cobre,partial correlation,0.740625
14747,aal_spm12,ridge,cobre,partial correlation,0.7375
14748,aal_spm12,svc_l1,cobre,tangent,0.775
14749,aal_spm12,svc_l2,cobre,tangent,0.88125
14750,aal_spm12,ridge,cobre,tangent,0.884375
14751,basc_scale122,svc_l1,cobre,correlation,0.709375
14752,basc_scale122,svc_l2,cobre,correlation,0.8
14753,basc_scale122,ridge,cobre,correlation,0.790625
14754,basc_scale122,svc_l1,cobre,partial correlation,0.484375
14755,basc_scale122,svc_l2,cobre,partial correlation,0.771875
14756,basc_scale122,ridge,cobre,partial correlation,0.771875
14757,basc_scale122,svc_l1,cobre,tangent,0.609375
14758,basc_scale122,svc_l2,cobre,tangent,0.871875
14759,basc_scale122,ridge,cobre,tangent,0.871875
14760,ho_cort_symm_split,svc_l1,cobre,correlation,0.61875
14761,ho_cort_symm_split,svc_l2,cobre,correlation,0.6875
14762,ho_cort_symm_split,ridge,cobre,correlation,0.690625
14763,ho_cort_symm_split,svc_l1,cobre,partial correlation,0.396875
14764,ho_cort_symm_split,svc_l2,cobre,partial correlation,0.425
14765,ho_cort_symm_split,ridge,cobre,partial correlation,0.421875
14766,ho_cort_symm_split,svc_l1,cobre,tangent,0.296875
14767,ho_cort_symm_split,svc_l2,cobre,tangent,0.484375
14768,ho_cort_symm_split,ridge,cobre,tangent,0.48125
14769,aal_spm12,svc_l1,cobre,correlation,0.628125
14770,aal_spm12,svc_l2,cobre,correlation,0.75625
14771,aal_spm12,ridge,cobre,correlation,0.746875
14772,aal_spm12,svc_l1,cobre,partial correlation,0.615625
14773,aal_spm12,svc_l2,cobre,partial correlation,0.740625
14774,aal_spm12,ridge,cobre,partial correlation,0.740625
14775,aal_spm12,svc_l1,cobre,tangent,0.625
14776,aal_spm12,svc_l2,cobre,tangent,0.7125
14777,aal_spm12,ridge,cobre,tangent,0.715625
14778,basc_scale122,svc_l1,cobre,correlation,0.64375
14779,basc_scale122,svc_l2,cobre,correlation,0.7125
14780,basc_scale122,ridge,cobre,correlation,0.703125
14781,basc_scale122,svc_l1,cobre,partial correlation,0.584375
14782,basc_scale122,svc_l2,cobre,partial correlation,0.74375
14783,basc_scale122,ridge,cobre,partial correlation,0.746875
14784,basc_scale122,svc_l1,cobre,tangent,0.640625
14785,basc_scale122,svc_l2,cobre,tangent,0.753125
14786,basc_scale122,ridge,cobre,tangent,0.75
14787,ho_cort_symm_split,svc_l1,cobre,correlation,0.79375
14788,ho_cort_symm_split,svc_l2,cobre,correlation,0.778125
14789,ho_cort_symm_split,ridge,cobre,correlation,0.765625
14790,ho_cort_symm_split,svc_l1,cobre,partial correlation,0.615625
14791,ho_cort_symm_split,svc_l2,cobre,partial correlation,0.64375
14792,ho_cort_symm_split,ridge,cobre,partial correlation,0.646875
14793,ho_cort_symm_split,svc_l1,cobre,tangent,0.609375
14794,ho_cort_symm_split,svc_l2,cobre,tangent,0.696875
14795,ho_cort_symm_split,ridge,cobre,tangent,0.69375
14796,aal_spm12,svc_l1,cobre,correlation,0.69375
14797,aal_spm12,svc_l2,cobre,correlation,0.784375
14798,aal_spm12,ridge,cobre,correlation,0.778125
14799,aal_spm12,svc_l1,cobre,partial correlation,0.40625
14800,aal_spm12,svc_l2,cobre,partial correlation,0.784375
14801,aal_spm12,ridge,cobre,partial correlation,0.784375
14802,aal_spm12,svc_l1,cobre,tangent,0.578125
14803,aal_spm12,svc_l2,cobre,tangent,0.83125
14804,aal_spm12,ridge,cobre,tangent,0.828125
14805,basc_scale122,svc_l1,cobre,correlation,0.66875
14806,basc_scale122,svc_l2,cobre,correlation,0.75
14807,basc_scale122,ridge,cobre,correlation,0.753125
14808,basc_scale122,svc_l1,cobre,partial correlation,0.603125
14809,basc_scale122,svc_l2,cobre,partial correlation,0.825
14810,basc_scale122,ridge,cobre,partial correlation,0.825
14811,basc_scale122,svc_l1,cobre,tangent,0.71875
14812,basc_scale122,svc_l2,cobre,tangent,0.821875
14813,basc_scale122,ridge,cobre,tangent,0.821875
14814,ho_cort_symm_split,svc_l1,cobre,correlation,0.775
14815,ho_cort_symm_split,svc_l2,cobre,correlation,0.775
14816,ho_cort_symm_split,ridge,cobre,correlation,0.771875
14817,ho_cort_symm_split,svc_l1,cobre,partial correlation,0.659375
14818,ho_cort_symm_split,svc_l2,cobre,partial correlation,0.640625
14819,ho_cort_symm_split,ridge,cobre,partial correlation,0.640625
14820,ho_cort_symm_split,svc_l1,cobre,tangent,0.6
14821,ho_cort_symm_split,svc_l2,cobre,tangent,0.665625
14822,ho_cort_symm_split,ridge,cobre,tangent,0.665625
14823,aal_spm12,svc_l1,cobre,correlation,0.753125
14824,aal_spm12,svc_l2,cobre,correlation,0.796875
14825,aal_spm12,ridge,cobre,correlation,0.7875
14826,aal_spm12,svc_l1,cobre,partial correlation,0.54375
14827,aal_spm12,svc_l2,cobre,partial correlation,0.678125
14828,aal_spm12,ridge,cobre,partial correlation,0.678125
14829,aal_spm12,svc_l1,cobre,tangent,0.7375
14830,aal_spm12,svc_l2,cobre,tangent,0.775
14831,aal_spm12,ridge,cobre,tangent,0.775
14832,basc_scale122,svc_l1,cobre,correlation,0.66875
14833,basc_scale122,svc_l2,cobre,correlation,0.7625
14834,basc_scale122,ridge,cobre,correlation,0.775
14835,basc_scale122,svc_l1,cobre,partial correlation,0.584375
14836,basc_scale122,svc_l2,cobre,partial correlation,0.784375
14837,basc_scale122,ridge,cobre,partial correlation,0.784375
14838,basc_scale122,svc_l1,cobre,tangent,0.709375
14839,basc_scale122,svc_l2,cobre,tangent,0.83125
14840,basc_scale122,ridge,cobre,tangent,0.828125
14841,ho_cort_symm_split,svc_l1,cobre,correlation,0.646875
14842,ho_cort_symm_split,svc_l2,cobre,correlation,0.68125
14843,ho_cort_symm_split,ridge,cobre,correlation,0.659375
14844,ho_cort_symm_split,svc_l1,cobre,partial correlation,0.571875
14845,ho_cort_symm_split,svc_l2,cobre,partial correlation,0.6625
14846,ho_cort_symm_split,ridge,cobre,partial correlation,0.6625
14847,ho_cort_symm_split,svc_l1,cobre,tangent,0.684375
14848,ho_cort_symm_split,svc_l2,cobre,tangent,0.646875
14849,ho_cort_symm_split,ridge,cobre,tangent,0.65
14850,aal_spm12,svc_l1,cobre,correlation,0.66875
14851,aal_spm12,svc_l2,cobre,correlation,0.759375
14852,aal_spm12,ridge,cobre,correlation,0.753125
14853,aal_spm12,svc_l1,cobre,partial correlation,0.390625
14854,aal_spm12,svc_l2,cobre,partial correlation,0.771875
14855,aal_spm12,ridge,cobre,partial correlation,0.771875
14856,aal_spm12,svc_l1,cobre,tangent,0.665625
14857,aal_spm12,svc_l2,cobre,tangent,0.9
14858,aal_spm12,ridge,cobre,tangent,0.9
14859,basc_scale122,svc_l1,cobre,correlation,0.684375
14860,basc_scale122,svc_l2,cobre,correlation,0.765625
14861,basc_scale122,ridge,cobre,correlation,0.753125
14862,basc_scale122,svc_l1,cobre,partial correlation,0.5625
14863,basc_scale122,svc_l2,cobre,partial correlation,0.759375
14864,basc_scale122,ridge,cobre,partial correlation,0.759375
14865,basc_scale122,svc_l1,cobre,tangent,0.678125
14866,basc_scale122,svc_l2,cobre,tangent,0.834375
14867,basc_scale122,ridge,cobre,tangent,0.8375
14868,ho_cort_symm_split,svc_l1,cobre,correlation,0.696875
14869,ho_cort_symm_split,svc_l2,cobre,correlation,0.671875
14870,ho_cort_symm_split,ridge,cobre,correlation,0.69375
14871,ho_cort_symm_split,svc_l1,cobre,partial correlation,0.50625
14872,ho_cort_symm_split,svc_l2,cobre,partial correlation,0.56875
14873,ho_cort_symm_split,ridge,cobre,partial correlation,0.56875
14874,ho_cort_symm_split,svc_l1,cobre,tangent,0.553125
14875,ho_cort_symm_split,svc_l2,cobre,tangent,0.734375
14876,ho_cort_symm_split,ridge,cobre,tangent,0.73125
14877,aal_spm12,svc_l1,cobre,correlation,0.515625
14878,aal_spm12,svc_l2,cobre,correlation,0.69375
14879,aal_spm12,ridge,cobre,correlation,0.69375
14880,aal_spm12,svc_l1,cobre,partial correlation,0.384375
14881,aal_spm12,svc_l2,cobre,partial correlation,0.64375
14882,aal_spm12,ridge,cobre,partial correlation,0.64375
14883,aal_spm12,svc_l1,cobre,tangent,0.6125
14884,aal_spm12,svc_l2,cobre,tangent,0.828125
14885,aal_spm12,ridge,cobre,tangent,0.825
14886,basc_scale122,svc_l1,cobre,correlation,0.58125
14887,basc_scale122,svc_l2,cobre,correlation,0.653125
14888,basc_scale122,ridge,cobre,correlation,0.678125
14889,basc_scale122,svc_l1,cobre,partial correlation,0.540625
14890,basc_scale122,svc_l2,cobre,partial correlation,0.75
14891,basc_scale122,ridge,cobre,partial correlation,0.75
14892,basc_scale122,svc_l1,cobre,tangent,0.709375
14893,basc_scale122,svc_l2,cobre,tangent,0.84375
14894,basc_scale122,ridge,cobre,tangent,0.840625
14895,ho_cort_symm_split,svc_l1,cobre,correlation,0.615625
14896,ho_cort_symm_split,svc_l2,cobre,correlation,0.721875
14897,ho_cort_symm_split,ridge,cobre,correlation,0.703125
14898,ho_cort_symm_split,svc_l1,cobre,partial correlation,0.646875
14899,ho_cort_symm_split,svc_l2,cobre,partial correlation,0.690625
14900,ho_cort_symm_split,ridge,cobre,partial correlation,0.696875
14901,ho_cort_symm_split,svc_l1,cobre,tangent,0.58125
14902,ho_cort_symm_split,svc_l2,cobre,tangent,0.765625
14903,ho_cort_symm_split,ridge,cobre,tangent,0.75625
14904,aal_spm12,svc_l1,cobre,correlation,0.715625
14905,aal_spm12,svc_l2,cobre,correlation,0.7375
14906,aal_spm12,ridge,cobre,correlation,0.740625
14907,aal_spm12,svc_l1,cobre,partial correlation,0.534375
14908,aal_spm12,svc_l2,cobre,partial correlation,0.703125
14909,aal_spm12,ridge,cobre,partial correlation,0.703125
14910,aal_spm12,svc_l1,cobre,tangent,0.65625
14911,aal_spm12,svc_l2,cobre,tangent,0.746875
14912,aal_spm12,ridge,cobre,tangent,0.74375
14913,basc_scale122,svc_l1,cobre,correlation,0.7125
14914,basc_scale122,svc_l2,cobre,correlation,0.715625
14915,basc_scale122,ridge,cobre,correlation,0.71875
14916,basc_scale122,svc_l1,cobre,partial correlation,0.6125
14917,basc_scale122,svc_l2,cobre,partial correlation,0.784375
14918,basc_scale122,ridge,cobre,partial correlation,0.784375
14919,basc_scale122,svc_l1,cobre,tangent,0.75625
14920,basc_scale122,svc_l2,cobre,tangent,0.771875
14921,basc_scale122,ridge,cobre,tangent,0.76875
14922,ho_cort_symm_split,svc_l1,cobre,correlation,0.778125
14923,ho_cort_symm_split,svc_l2,cobre,correlation,0.778125
14924,ho_cort_symm_split,ridge,cobre,correlation,0.771875
14925,ho_cort_symm_split,svc_l1,cobre,partial correlation,0.465625
14926,ho_cort_symm_split,svc_l2,cobre,partial correlation,0.784375
14927,ho_cort_symm_split,ridge,cobre,partial correlation,0.784375
14928,ho_cort_symm_split,svc_l1,cobre,tangent,0.53125
14929,ho_cort_symm_split,svc_l2,cobre,tangent,0.8125
14930,ho_cort_symm_split,ridge,cobre,tangent,0.809375
14931,aal_spm12,svc_l1,cobre,correlation,0.865625
14932,aal_spm12,svc_l2,cobre,correlation,0.81875
14933,aal_spm12,ridge,cobre,correlation,0.821875
